Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.406,0.828,0.04,0.018,0.004,0.013,0.022,0.074,0.058,0.113,-0.055,0.172,0.339,Agrado
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.439,0.765,0.076,0.013,0.003,0.018,0.026,0.098,0.09,0.145,-0.055,0.235,0.383,Agrado
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.473,0.739,0.119,0.011,0.002,0.016,0.022,0.091,0.13,0.131,-0.001,0.261,0.499,Agrado
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.506,0.744,0.147,0.019,0.003,0.01,0.014,0.063,0.166,0.09,0.077,0.256,0.65,
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.540,0.749,0.142,0.043,0.005,0.007,0.012,0.042,0.184,0.067,0.118,0.251,0.734,Regocijo
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.574,0.74,0.128,0.066,0.009,0.007,0.017,0.034,0.193,0.066,0.127,0.26,0.745,Alegria
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.607,0.675,0.186,0.071,0.01,0.007,0.024,0.027,0.258,0.068,0.19,0.325,0.792,Dicha
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.641,0.541,0.322,0.07,0.01,0.007,0.033,0.018,0.391,0.068,0.324,0.459,0.853,Alegria
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.674,0.419,0.42,0.081,0.013,0.008,0.048,0.01,0.501,0.08,0.422,0.581,0.863,Regocijo
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.708,0.355,0.456,0.094,0.016,0.008,0.063,0.008,0.55,0.095,0.455,0.645,0.852,Disfrute
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.742,0.344,0.473,0.085,0.014,0.007,0.069,0.009,0.557,0.099,0.458,0.656,0.849,Regocijo
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.775,0.406,0.433,0.064,0.01,0.006,0.073,0.009,0.497,0.098,0.399,0.594,0.836,Extraneza
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.809,0.512,0.344,0.047,0.006,0.006,0.075,0.01,0.391,0.098,0.293,0.488,0.8,
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.843,0.619,0.243,0.039,0.004,0.008,0.073,0.012,0.283,0.098,0.184,0.381,0.742,Agrado
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.876,0.732,0.137,0.039,0.004,0.009,0.064,0.015,0.176,0.092,0.084,0.268,0.656,Confianza
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.910,0.773,0.104,0.047,0.005,0.007,0.046,0.017,0.151,0.075,0.076,0.227,0.668,Disfrute
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.943,0.671,0.197,0.067,0.007,0.006,0.034,0.018,0.264,0.065,0.199,0.329,0.803,
"Q3: In which country did you grow up? ",0.19,0.22,0.192,00:00:12.977,0.564,0.288,0.079,0.009,0.006,0.037,0.016,0.368,0.068,0.3,0.436,0.844,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.011,0.622,0.244,0.064,0.008,0.007,0.041,0.015,0.307,0.071,0.236,0.378,0.812,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.044,0.762,0.119,0.044,0.006,0.009,0.045,0.016,0.163,0.075,0.087,0.238,0.683,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.078,0.839,0.038,0.039,0.005,0.011,0.051,0.016,0.078,0.084,-0.006,0.161,0.481,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.112,0.864,0.016,0.04,0.005,0.011,0.048,0.016,0.056,0.08,-0.024,0.136,0.411,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.145,0.88,0.01,0.041,0.004,0.009,0.039,0.017,0.051,0.069,-0.018,0.12,0.426,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.179,0.889,0.007,0.04,0.004,0.007,0.033,0.019,0.047,0.063,-0.016,0.111,0.425,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.212,0.896,0.006,0.037,0.004,0.005,0.029,0.022,0.043,0.061,-0.017,0.104,0.417,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.246,0.892,0.006,0.043,0.006,0.004,0.023,0.025,0.049,0.059,-0.01,0.108,0.452,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.280,0.875,0.006,0.055,0.01,0.004,0.02,0.029,0.061,0.063,-0.002,0.125,0.493,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.313,0.864,0.007,0.059,0.014,0.004,0.018,0.033,0.066,0.07,-0.003,0.136,0.487,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.347,0.861,0.008,0.054,0.018,0.005,0.016,0.038,0.062,0.077,-0.016,0.139,0.444,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.381,0.868,0.007,0.048,0.019,0.006,0.014,0.038,0.055,0.077,-0.022,0.132,0.418,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.414,0.888,0.004,0.044,0.016,0.005,0.011,0.032,0.049,0.064,-0.015,0.112,0.434,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.448,0.907,0.002,0.039,0.011,0.004,0.007,0.029,0.041,0.052,-0.011,0.093,0.443,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.481,0.922,0.001,0.029,0.008,0.003,0.005,0.032,0.03,0.048,-0.018,0.078,0.386,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.515,0.934,0.001,0.02,0.005,0.003,0.003,0.034,0.021,0.046,-0.025,0.066,0.313,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.549,0.938,0.001,0.017,0.004,0.003,0.003,0.035,0.018,0.044,-0.026,0.062,0.291,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.582,0.936,0.001,0.017,0.004,0.003,0.004,0.036,0.018,0.046,-0.028,0.064,0.283,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.616,0.937,0.001,0.015,0.003,0.003,0.004,0.036,0.016,0.047,-0.031,0.063,0.254,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.649,0.945,0.001,0.011,0.003,0.003,0.003,0.034,0.012,0.043,-0.031,0.055,0.219,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.683,0.948,0.001,0.008,0.002,0.002,0.003,0.036,0.009,0.043,-0.034,0.052,0.175,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.717,0.941,0.001,0.007,0.002,0.003,0.003,0.043,0.008,0.051,-0.044,0.059,0.131,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.750,0.933,0.001,0.006,0.002,0.004,0.005,0.049,0.007,0.06,-0.054,0.067,0.1,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.784,0.933,0,0.006,0.002,0.005,0.006,0.049,0.006,0.061,-0.055,0.067,0.09,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.818,0.941,0,0.006,0.002,0.004,0.005,0.042,0.006,0.053,-0.046,0.059,0.107,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.851,0.95,0,0.007,0.002,0.003,0.003,0.035,0.007,0.043,-0.036,0.05,0.137,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.885,0.953,0,0.007,0.003,0.002,0.003,0.033,0.007,0.04,-0.033,0.047,0.147,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.918,0.948,0,0.007,0.003,0.003,0.004,0.036,0.007,0.045,-0.038,0.052,0.135,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.952,0.943,0.001,0.007,0.003,0.004,0.005,0.037,0.008,0.049,-0.041,0.057,0.133,
"Q3: In which country did you grow up? ",0.19,0.22,0.208,00:00:13.986,0.95,0.001,0.007,0.002,0.003,0.004,0.033,0.008,0.043,-0.035,0.05,0.153,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.028,0.948,0.007,0.006,0.002,0.002,0.002,0.033,0.013,0.039,-0.026,0.052,0.254,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.062,0.957,0.005,0.005,0.002,0.002,0.001,0.028,0.01,0.033,-0.023,0.043,0.229,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.095,0.963,0.002,0.006,0.002,0.002,0.001,0.024,0.008,0.029,-0.021,0.037,0.212,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.129,0.961,0.002,0.007,0.002,0.001,0.001,0.024,0.009,0.03,-0.02,0.039,0.238,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.162,0.956,0.004,0.009,0.003,0.001,0.001,0.025,0.013,0.031,-0.018,0.044,0.299,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.196,0.954,0.006,0.01,0.003,0.001,0.001,0.024,0.016,0.03,-0.014,0.046,0.346,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.230,0.956,0.005,0.01,0.003,0.001,0.001,0.023,0.015,0.029,-0.014,0.044,0.344,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.263,0.956,0.003,0.012,0.004,0.001,0.001,0.024,0.014,0.029,-0.015,0.044,0.331,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.297,0.955,0.001,0.014,0.005,0.001,0.001,0.023,0.015,0.03,-0.014,0.045,0.344,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.330,0.955,0.001,0.016,0.005,0.001,0.001,0.022,0.016,0.029,-0.013,0.045,0.361,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.364,0.951,0.001,0.017,0.006,0.001,0.001,0.023,0.018,0.031,-0.013,0.049,0.368,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.398,0.938,0.001,0.022,0.008,0.001,0.002,0.028,0.023,0.04,-0.017,0.062,0.361,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.431,0.921,0.001,0.027,0.012,0.002,0.003,0.035,0.028,0.051,-0.023,0.079,0.354,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.465,0.92,0.001,0.028,0.012,0.002,0.003,0.034,0.03,0.05,-0.021,0.08,0.371,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.499,0.936,0.001,0.025,0.009,0.001,0.002,0.025,0.027,0.037,-0.011,0.064,0.417,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.532,0.952,0.001,0.021,0.006,0.001,0.001,0.018,0.022,0.027,-0.005,0.048,0.451,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.566,0.954,0.001,0.016,0.005,0.001,0.001,0.022,0.017,0.029,-0.011,0.046,0.377,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.599,0.943,0.001,0.012,0.004,0.001,0.002,0.037,0.013,0.045,-0.032,0.057,0.221,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.633,0.924,0.001,0.009,0.004,0.002,0.003,0.058,0.01,0.066,-0.056,0.076,0.13,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.667,0.908,0.001,0.01,0.004,0.003,0.004,0.071,0.01,0.082,-0.072,0.092,0.112,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.700,0.899,0.001,0.011,0.004,0.003,0.005,0.077,0.011,0.089,-0.078,0.101,0.113,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.734,0.901,0.001,0.011,0.004,0.003,0.004,0.076,0.011,0.088,-0.076,0.099,0.115,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.768,0.913,0.001,0.01,0.004,0.003,0.003,0.067,0.01,0.077,-0.066,0.087,0.12,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.801,0.926,0,0.01,0.004,0.002,0.003,0.055,0.011,0.064,-0.053,0.074,0.144,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.835,0.929,0.001,0.016,0.005,0.002,0.004,0.044,0.016,0.055,-0.038,0.071,0.231,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.868,0.915,0.001,0.03,0.009,0.003,0.006,0.036,0.031,0.054,-0.024,0.085,0.362,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.902,0.893,0.002,0.047,0.013,0.004,0.008,0.033,0.049,0.058,-0.009,0.107,0.456,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.936,0.888,0.002,0.054,0.015,0.003,0.007,0.031,0.056,0.056,0.001,0.112,0.503,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.24,00:00:15.969,0.897,0.002,0.047,0.013,0.002,0.005,0.034,0.049,0.054,-0.005,0.103,0.475,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.003,0.898,0.003,0.038,0.012,0.003,0.005,0.042,0.04,0.062,-0.022,0.102,0.394,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.036,0.896,0.002,0.036,0.012,0.004,0.007,0.043,0.039,0.066,-0.027,0.104,0.369,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.070,0.897,0.001,0.042,0.014,0.004,0.007,0.035,0.043,0.059,-0.016,0.103,0.422,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.104,0.899,0.001,0.048,0.015,0.003,0.006,0.028,0.049,0.052,-0.004,0.101,0.482,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.137,0.904,0.001,0.044,0.014,0.003,0.006,0.029,0.045,0.051,-0.006,0.096,0.466,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.171,0.908,0.002,0.035,0.011,0.005,0.006,0.033,0.037,0.055,-0.018,0.092,0.404,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.205,0.91,0.002,0.032,0.011,0.005,0.006,0.034,0.034,0.056,-0.021,0.09,0.383,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.238,0.901,0.002,0.039,0.016,0.003,0.005,0.034,0.041,0.057,-0.016,0.099,0.417,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.272,0.872,0.002,0.056,0.025,0.002,0.004,0.04,0.058,0.071,-0.013,0.128,0.448,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.305,0.831,0.003,0.069,0.034,0.001,0.004,0.057,0.073,0.097,-0.024,0.169,0.43,Extraneza
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.339,0.808,0.006,0.064,0.036,0.001,0.005,0.078,0.07,0.121,-0.051,0.192,0.368,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.373,0.819,0.007,0.045,0.03,0.001,0.005,0.092,0.053,0.129,-0.076,0.181,0.29,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.406,0.847,0.006,0.03,0.022,0.001,0.005,0.09,0.036,0.117,-0.081,0.153,0.235,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.440,0.873,0.006,0.022,0.014,0.002,0.005,0.077,0.029,0.098,-0.069,0.127,0.227,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.474,0.886,0.009,0.017,0.008,0.002,0.006,0.072,0.025,0.089,-0.064,0.114,0.222,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.507,0.872,0.013,0.014,0.004,0.003,0.01,0.084,0.027,0.101,-0.074,0.128,0.211,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.541,0.822,0.043,0.024,0.002,0.004,0.016,0.089,0.067,0.111,-0.044,0.178,0.377,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.574,0.752,0.115,0.043,0.002,0.004,0.02,0.064,0.158,0.09,0.068,0.248,0.637,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.608,0.734,0.155,0.053,0.003,0.004,0.017,0.033,0.208,0.058,0.151,0.266,0.783,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.642,0.81,0.101,0.05,0.004,0.003,0.01,0.022,0.151,0.039,0.111,0.19,0.793,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.675,0.897,0.03,0.041,0.003,0.002,0.004,0.022,0.071,0.032,0.038,0.103,0.686,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.709,0.927,0.006,0.035,0.003,0.002,0.002,0.026,0.04,0.033,0.007,0.073,0.55,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.743,0.914,0.004,0.033,0.004,0.002,0.001,0.041,0.038,0.048,-0.01,0.086,0.44,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.776,0.894,0.004,0.033,0.005,0.003,0.002,0.06,0.037,0.069,-0.033,0.106,0.346,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.810,0.894,0.003,0.028,0.005,0.003,0.002,0.066,0.031,0.075,-0.045,0.106,0.289,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.843,0.906,0.003,0.025,0.004,0.002,0.001,0.059,0.028,0.066,-0.038,0.094,0.296,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.877,0.899,0.005,0.033,0.005,0.002,0.001,0.056,0.038,0.063,-0.026,0.101,0.374,Extraneza
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.911,0.868,0.008,0.046,0.01,0.002,0.001,0.065,0.054,0.078,-0.024,0.132,0.411,
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.944,0.836,0.009,0.053,0.015,0.003,0.001,0.083,0.062,0.102,-0.039,0.164,0.381,Extraneza
"Q4: What area did you grow up in? A city? Countryside?",0.24,0.26,0.256,00:00:16.978,0.828,0.008,0.047,0.016,0.003,0.001,0.096,0.055,0.117,-0.062,0.172,0.321,
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.32,0.34,0.32,00:00:20.004,0.898,0.018,0.055,0.012,0.001,0.002,0.014,0.073,0.029,0.044,0.102,0.716,
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.32,0.34,0.32,00:00:20.037,0.898,0.013,0.061,0.012,0.002,0.002,0.013,0.073,0.029,0.045,0.102,0.72,
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.32,0.34,0.32,00:00:20.071,0.898,0.008,0.065,0.013,0.002,0.002,0.013,0.073,0.029,0.044,0.102,0.713,Extraneza
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.32,0.34,0.32,00:00:20.105,0.876,0.008,0.08,0.018,0.002,0.002,0.014,0.088,0.035,0.053,0.124,0.714,
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.32,0.34,0.32,00:00:20.138,0.85,0.01,0.095,0.024,0.002,0.002,0.017,0.105,0.045,0.061,0.15,0.702,
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.32,0.34,0.32,00:00:20.172,0.853,0.009,0.087,0.023,0.002,0.002,0.024,0.096,0.051,0.045,0.147,0.652,
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.32,0.34,0.32,00:00:20.205,0.869,0.008,0.059,0.015,0.004,0.003,0.042,0.067,0.063,0.004,0.131,0.514,
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.32,0.34,0.32,00:00:20.239,0.859,0.013,0.036,0.007,0.008,0.008,0.069,0.05,0.091,-0.041,0.141,0.353,
