Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q3: In which country did you grow up? ",0.18,0.23,0.224,00:00:14.860,0.936,0.049,0.005,0,0.001,0.002,0.005,0.055,0.009,0.046,0.064,0.86,
"Q3: In which country did you grow up? ",0.18,0.23,0.224,00:00:14.893,0.934,0.052,0.005,0,0.001,0.002,0.005,0.057,0.009,0.048,0.066,0.866,
"Q3: In which country did you grow up? ",0.18,0.23,0.224,00:00:14.927,0.931,0.055,0.005,0,0.001,0.003,0.005,0.06,0.009,0.05,0.069,0.865,
"Q3: In which country did you grow up? ",0.18,0.23,0.224,00:00:14.961,0.926,0.06,0.005,0,0.001,0.002,0.005,0.065,0.009,0.056,0.074,0.878,
"Q3: In which country did you grow up? ",0.18,0.23,0.224,00:00:14.994,0.921,0.067,0.005,0,0.001,0.002,0.005,0.071,0.008,0.064,0.079,0.901,
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.012,0.396,0.57,0.026,0.002,0.001,0.001,0.004,0.597,0.008,0.589,0.604,0.987,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.045,0.356,0.622,0.017,0.001,0.001,0.001,0.002,0.639,0.005,0.634,0.644,0.992,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.079,0.316,0.667,0.014,0.001,0,0,0.002,0.681,0.004,0.677,0.684,0.995,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.112,0.276,0.702,0.018,0.001,0,0,0.002,0.72,0.004,0.715,0.724,0.994,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.146,0.278,0.694,0.022,0.002,0,0,0.003,0.716,0.005,0.711,0.722,0.992,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.180,0.334,0.638,0.022,0.002,0,0.001,0.003,0.66,0.006,0.654,0.666,0.991,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.213,0.388,0.581,0.023,0.002,0.001,0.001,0.004,0.605,0.007,0.597,0.612,0.988,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.247,0.406,0.55,0.035,0.003,0.001,0.001,0.005,0.585,0.009,0.575,0.594,0.984,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.280,0.41,0.524,0.054,0.004,0.001,0.001,0.006,0.578,0.011,0.567,0.59,0.981,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.314,0.411,0.512,0.066,0.004,0.001,0.001,0.006,0.578,0.012,0.566,0.589,0.98,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.348,0.386,0.541,0.062,0.004,0.001,0.001,0.006,0.603,0.011,0.592,0.614,0.982,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.381,0.324,0.616,0.05,0.004,0.001,0.001,0.005,0.666,0.01,0.655,0.676,0.985,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.415,0.237,0.717,0.038,0.004,0.001,0.001,0.004,0.754,0.009,0.745,0.763,0.988,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.449,0.175,0.79,0.028,0.003,0.001,0.001,0.003,0.817,0.008,0.809,0.825,0.99,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.482,0.171,0.799,0.023,0.003,0.001,0.001,0.003,0.822,0.007,0.814,0.829,0.991,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.516,0.192,0.784,0.017,0.002,0.001,0.001,0.003,0.801,0.007,0.794,0.808,0.992,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.549,0.206,0.781,0.008,0.001,0,0.001,0.003,0.789,0.005,0.784,0.794,0.994,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.583,0.206,0.786,0.002,0,0,0,0.004,0.788,0.005,0.783,0.794,0.993,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.617,0.211,0.778,0.001,0,0.001,0.001,0.009,0.779,0.01,0.768,0.789,0.987,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.650,0.247,0.733,0.002,0,0.001,0.001,0.015,0.735,0.018,0.717,0.753,0.976,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.684,0.284,0.692,0.003,0.001,0.001,0.001,0.019,0.695,0.022,0.673,0.716,0.97,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.718,0.271,0.709,0.003,0.001,0.001,0.001,0.015,0.712,0.017,0.695,0.729,0.977,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.751,0.231,0.757,0.002,0,0,0,0.008,0.759,0.01,0.749,0.769,0.988,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.785,0.195,0.797,0.003,0,0,0.001,0.004,0.799,0.006,0.793,0.805,0.993,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.818,0.167,0.822,0.005,0.001,0.001,0.001,0.003,0.827,0.006,0.821,0.833,0.993,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.852,0.152,0.835,0.007,0.001,0.001,0.001,0.003,0.841,0.007,0.834,0.848,0.992,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.886,0.143,0.844,0.007,0.001,0.001,0.001,0.003,0.851,0.006,0.845,0.857,0.993,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.919,0.14,0.851,0.005,0.001,0.001,0.001,0.002,0.855,0.004,0.851,0.86,0.995,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.953,0.148,0.844,0.005,0.001,0,0,0.002,0.849,0.003,0.845,0.852,0.996,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.26,0.28,0.272,00:00:17.987,0.155,0.836,0.006,0.001,0,0,0.002,0.842,0.003,0.839,0.845,0.996,Optimismo
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.012,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.046,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.080,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.113,0.003,0.997,0,0,0,0,0,0.997,0,0.997,0.997,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.147,0.003,0.996,0,0,0,0,0,0.997,0,0.996,0.997,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.181,0.002,0.997,0,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.214,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.248,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.281,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.315,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.349,0.003,0.997,0,0,0,0,0,0.997,0,0.997,0.997,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.382,0.003,0.997,0,0,0,0,0,0.997,0,0.997,0.997,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.416,0.003,0.997,0,0,0,0,0,0.997,0,0.997,0.997,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.449,0.003,0.997,0,0,0,0,0,0.997,0,0.997,0.997,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.483,0.003,0.997,0,0,0,0,0,0.997,0,0.997,0.997,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.517,0.002,0.997,0,0,0,0,0,0.997,0,0.997,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.550,0.002,0.998,0,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.584,0.002,0.997,0,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.618,0.002,0.997,0,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.651,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.685,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.718,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.752,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.786,0.002,0.997,0,0,0,0,0,0.998,0,0.997,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.819,0.002,0.997,0,0,0,0,0,0.997,0,0.997,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.853,0.002,0.998,0,0,0,0,0,0.998,0,0.998,0.998,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.886,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.920,0.001,0.999,0,0,0,0,0,0.999,0,0.999,0.999,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.954,0,0.999,0,0,0,0,0,1,0,0.999,1,1,Extasis
"Q5: Are you familiar with the ideas of the conservative vs. liberal sides of the political spectrum?",0.33,0.35,0.336,00:00:21.987,0,0.999,0,0,0,0,0,0.999,0,0.999,1,1,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.005,0.28,0.695,0.001,0,0.002,0.002,0.02,0.696,0.024,0.672,0.72,0.967,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.038,0.245,0.737,0.001,0,0.001,0.001,0.014,0.738,0.017,0.721,0.755,0.978,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.072,0.157,0.835,0.001,0,0.001,0,0.006,0.836,0.007,0.829,0.843,0.992,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.105,0.115,0.88,0.002,0,0,0,0.002,0.882,0.003,0.879,0.885,0.996,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.139,0.134,0.861,0.002,0,0,0,0.002,0.863,0.003,0.86,0.866,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.173,0.164,0.831,0.002,0,0,0,0.002,0.833,0.002,0.831,0.836,0.997,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.206,0.168,0.829,0.001,0,0,0,0.001,0.83,0.002,0.828,0.832,0.998,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.240,0.141,0.857,0.001,0,0,0,0.001,0.858,0.002,0.856,0.859,0.998,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.274,0.1,0.897,0.001,0,0,0,0.001,0.898,0.001,0.897,0.9,0.998,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.307,0.065,0.933,0.001,0,0,0,0.001,0.934,0.001,0.933,0.935,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.341,0.041,0.958,0.001,0,0,0,0,0.959,0.001,0.958,0.959,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.374,0.025,0.974,0,0,0,0,0,0.974,0,0.974,0.975,1,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.408,0.024,0.976,0,0,0,0,0,0.976,0,0.976,0.976,1,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.442,0.043,0.956,0,0,0,0,0.001,0.956,0.001,0.955,0.957,0.999,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.475,0.078,0.918,0,0,0.001,0,0.002,0.919,0.003,0.916,0.922,0.997,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.509,0.106,0.889,0,0,0.001,0,0.003,0.889,0.005,0.884,0.894,0.995,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.543,0.1,0.895,0,0,0.001,0,0.003,0.895,0.004,0.891,0.9,0.995,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.576,0.065,0.933,0,0,0.001,0,0.002,0.933,0.002,0.931,0.935,0.997,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.610,0.032,0.966,0,0,0,0,0.001,0.967,0.001,0.966,0.968,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.643,0.02,0.979,0,0,0,0,0,0.98,0,0.979,0.98,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.677,0.02,0.98,0,0,0,0,0,0.98,0,0.98,0.98,1,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.711,0.028,0.972,0,0,0,0,0,0.972,0,0.972,0.972,1,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.744,0.046,0.953,0.001,0,0,0,0,0.954,0.001,0.953,0.954,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.778,0.069,0.929,0.001,0,0,0,0,0.93,0.001,0.929,0.931,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.812,0.082,0.916,0.001,0,0.001,0,0,0.917,0.001,0.916,0.918,0.999,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.845,0.078,0.92,0.001,0,0,0,0,0.921,0.001,0.92,0.922,0.999,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.879,0.068,0.929,0.002,0,0,0,0,0.931,0.001,0.929,0.932,0.999,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.912,0.075,0.917,0.005,0.001,0.001,0,0.001,0.922,0.003,0.919,0.925,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.946,0.113,0.871,0.01,0.001,0.001,0.001,0.003,0.881,0.006,0.875,0.887,0.993,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.384,00:00:24.980,0.168,0.813,0.012,0.001,0.001,0.001,0.003,0.825,0.007,0.818,0.832,0.992,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.013,0.195,0.79,0.009,0.001,0.001,0.001,0.003,0.799,0.006,0.793,0.805,0.993,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.047,0.184,0.805,0.006,0.001,0.001,0,0.003,0.811,0.005,0.806,0.816,0.994,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.080,0.167,0.825,0.004,0,0.001,0,0.002,0.829,0.004,0.825,0.833,0.995,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.114,0.156,0.839,0.003,0,0.001,0,0.001,0.841,0.003,0.839,0.844,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.148,0.153,0.842,0.002,0,0.001,0,0.001,0.845,0.002,0.843,0.847,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.181,0.161,0.833,0.003,0,0.001,0,0.002,0.836,0.003,0.834,0.839,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.215,0.166,0.828,0.003,0,0.001,0,0.002,0.831,0.003,0.828,0.834,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.249,0.16,0.835,0.002,0,0.001,0,0.002,0.838,0.003,0.835,0.84,0.997,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.282,0.151,0.845,0.001,0,0.001,0,0.002,0.846,0.003,0.843,0.849,0.996,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.316,0.138,0.858,0,0,0.001,0,0.003,0.858,0.004,0.855,0.862,0.996,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.349,0.122,0.874,0,0,0.001,0,0.003,0.874,0.004,0.87,0.878,0.995,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.383,0.117,0.878,0.001,0,0.001,0,0.003,0.878,0.005,0.873,0.883,0.995,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.417,0.122,0.872,0.002,0,0.001,0,0.003,0.873,0.005,0.869,0.878,0.995,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.450,0.127,0.866,0.003,0,0.001,0,0.002,0.87,0.003,0.866,0.873,0.996,Extasis
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.484,0.126,0.867,0.005,0,0,0,0.002,0.872,0.002,0.87,0.874,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.517,0.12,0.873,0.005,0,0,0,0.001,0.878,0.002,0.876,0.88,0.998,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.551,0.128,0.865,0.005,0,0,0,0.001,0.87,0.002,0.868,0.872,0.998,Regocijo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.585,0.177,0.812,0.008,0,0.001,0,0.002,0.82,0.003,0.817,0.823,0.997,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.618,0.262,0.724,0.01,0,0.001,0,0.002,0.734,0.004,0.731,0.738,0.995,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.652,0.303,0.686,0.008,0,0.001,0,0.002,0.693,0.003,0.69,0.697,0.995,Optimismo
"Q6: Could you briefly characterize what you feel each party represents? ",0.38,0.55,0.4,00:00:25.686,0.255,0.737,0.004,0,0.001,0,0.001,0.742,0.003,0.739,0.745,0.996,Optimismo
