Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.448,00:28.6,0.718,0.225,0.014,0.002,0.005,0.009,0.027,0.238,0.044,0.195,0.282,0.845,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.448,00:28.7,0.649,0.3,0.014,0.002,0.005,0.007,0.022,0.314,0.037,0.277,0.351,0.896,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.448,00:28.8,0.535,0.426,0.012,0.002,0.004,0.005,0.016,0.439,0.027,0.412,0.465,0.943,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.448,00:28.8,0.408,0.567,0.008,0.001,0.003,0.004,0.009,0.576,0.016,0.559,0.592,0.973,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.448,00:28.9,0.302,0.684,0.005,0.001,0.002,0.002,0.005,0.689,0.009,0.68,0.698,0.987,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.448,00:29.0,0.21,0.781,0.003,0,0.001,0.001,0.003,0.784,0.006,0.778,0.79,0.993,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.0,0.15,0.843,0.002,0,0.001,0.001,0.003,0.846,0.004,0.841,0.85,0.995,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.1,0.168,0.824,0.002,0,0.001,0,0.005,0.826,0.006,0.82,0.832,0.992,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.2,0.211,0.778,0.002,0,0.001,0.001,0.007,0.78,0.009,0.771,0.789,0.989,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.2,0.178,0.813,0.001,0,0.001,0,0.006,0.814,0.008,0.807,0.822,0.991,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.3,0.103,0.892,0.001,0,0.001,0,0.003,0.893,0.004,0.889,0.897,0.996,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.4,0.066,0.931,0.001,0,0,0,0.001,0.932,0.002,0.931,0.934,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.4,0.058,0.94,0.001,0,0,0,0.001,0.94,0.001,0.939,0.942,0.999,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.5,0.053,0.946,0.001,0,0,0,0,0.947,0.001,0.946,0.947,0.999,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.6,0.054,0.943,0.002,0,0,0,0.001,0.945,0.001,0.944,0.946,0.999,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.6,0.072,0.923,0.003,0,0.001,0,0.001,0.926,0.002,0.924,0.928,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.7,0.094,0.898,0.005,0,0.001,0,0.001,0.903,0.003,0.901,0.906,0.997,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.8,0.096,0.896,0.006,0,0.001,0,0.001,0.901,0.003,0.899,0.904,0.997,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.8,0.085,0.908,0.005,0,0,0,0.001,0.913,0.002,0.911,0.915,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:29.9,0.084,0.91,0.005,0,0,0,0.001,0.915,0.002,0.913,0.916,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.464,00:30.0,0.089,0.905,0.005,0,0,0,0.001,0.909,0.002,0.908,0.911,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.0,0.081,0.913,0.004,0,0,0,0.001,0.917,0.001,0.916,0.919,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.1,0.068,0.929,0.003,0,0,0,0.001,0.931,0.001,0.93,0.932,0.999,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.2,0.06,0.937,0.002,0,0,0,0.001,0.939,0.001,0.938,0.94,0.999,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.2,0.055,0.942,0.002,0,0,0,0,0.944,0.001,0.943,0.945,0.999,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.3,0.057,0.939,0.002,0,0,0,0.001,0.942,0.001,0.941,0.943,0.999,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.4,0.073,0.921,0.004,0,0,0,0.001,0.925,0.002,0.924,0.927,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.4,0.085,0.907,0.007,0,0.001,0,0.001,0.913,0.002,0.911,0.915,0.998,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.5,0.078,0.91,0.009,0,0.001,0,0.001,0.919,0.002,0.917,0.922,0.997,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.5,0.071,0.915,0.011,0,0.001,0,0.001,0.926,0.002,0.924,0.929,0.997,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.6,0.072,0.913,0.012,0,0.001,0,0.001,0.925,0.002,0.923,0.928,0.997,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.7,0.073,0.912,0.012,0,0.001,0,0.001,0.925,0.002,0.922,0.927,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.8,0.074,0.912,0.012,0,0,0,0.001,0.924,0.002,0.922,0.926,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.8,0.074,0.913,0.012,0,0,0,0.001,0.924,0.002,0.922,0.926,0.998,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.9,0.07,0.918,0.01,0,0,0,0.001,0.928,0.002,0.926,0.93,0.998,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.48,00:30.9,0.074,0.914,0.01,0,0,0,0.001,0.924,0.002,0.922,0.926,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.1,0.089,0.898,0.01,0.001,0.001,0,0.001,0.908,0.002,0.906,0.911,0.997,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.2,0.096,0.892,0.01,0.001,0.001,0,0.001,0.902,0.003,0.899,0.904,0.997,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.2,0.084,0.905,0.008,0,0.001,0,0.001,0.913,0.002,0.911,0.916,0.997,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.3,0.068,0.925,0.006,0,0.001,0,0.001,0.93,0.002,0.928,0.932,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.3,0.05,0.944,0.003,0,0.001,0,0.001,0.948,0.002,0.946,0.95,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.4,0.033,0.963,0.002,0,0,0,0.001,0.965,0.002,0.963,0.967,0.998,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.5,0.025,0.971,0.002,0,0.001,0,0.001,0.973,0.002,0.971,0.975,0.998,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.6,0.034,0.961,0.003,0,0.001,0,0.001,0.964,0.003,0.961,0.966,0.997,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.6,0.054,0.935,0.005,0.001,0.002,0.001,0.001,0.94,0.006,0.935,0.946,0.994,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.7,0.114,0.869,0.007,0.001,0.004,0.002,0.002,0.876,0.01,0.866,0.886,0.989,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.7,0.299,0.675,0.008,0.002,0.004,0.006,0.006,0.683,0.019,0.664,0.701,0.974,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.8,0.569,0.389,0.01,0.003,0.004,0.014,0.012,0.398,0.033,0.365,0.431,0.924,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:31.9,0.688,0.263,0.01,0.003,0.003,0.019,0.013,0.274,0.039,0.235,0.312,0.876,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.496,00:32.0,0.525,0.441,0.007,0.002,0.002,0.014,0.009,0.448,0.027,0.421,0.475,0.943,Extasis
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.0,0.247,0.739,0.003,0.001,0.001,0.005,0.004,0.742,0.011,0.731,0.753,0.985,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.1,0.079,0.917,0.001,0,0.001,0.001,0.001,0.918,0.004,0.914,0.921,0.996,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.1,0.097,0.896,0.002,0,0.001,0.001,0.001,0.899,0.004,0.895,0.903,0.996,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.2,0.291,0.694,0.007,0.001,0.001,0.003,0.003,0.701,0.008,0.693,0.709,0.989,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.3,0.544,0.429,0.013,0.001,0.002,0.005,0.007,0.441,0.014,0.427,0.456,0.969,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.4,0.665,0.302,0.014,0.002,0.002,0.006,0.01,0.315,0.02,0.296,0.335,0.942,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.4,0.649,0.32,0.011,0.001,0.002,0.006,0.011,0.331,0.021,0.31,0.351,0.941,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.5,0.657,0.311,0.008,0.001,0.002,0.005,0.016,0.319,0.024,0.295,0.343,0.93,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.5,0.738,0.211,0.007,0.001,0.003,0.004,0.036,0.218,0.044,0.174,0.262,0.832,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.6,0.825,0.098,0.005,0.001,0.004,0.005,0.062,0.104,0.072,0.032,0.175,0.592,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.7,0.873,0.045,0.005,0.001,0.005,0.005,0.067,0.05,0.077,-0.027,0.127,0.392,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.8,0.894,0.042,0.005,0.001,0.004,0.005,0.049,0.046,0.059,-0.013,0.106,0.438,Intranquilidad
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.8,0.89,0.053,0.005,0.001,0.004,0.005,0.042,0.059,0.051,0.008,0.11,0.535,Intranquilidad
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.9,0.827,0.093,0.007,0.002,0.003,0.004,0.063,0.101,0.073,0.028,0.173,0.581,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.512,00:32.9,0.727,0.155,0.011,0.003,0.004,0.004,0.096,0.165,0.107,0.058,0.273,0.607,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.0,0.696,0.164,0.013,0.004,0.005,0.004,0.114,0.177,0.127,0.05,0.304,0.583,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.1,0.754,0.107,0.012,0.003,0.005,0.004,0.115,0.119,0.127,-0.008,0.246,0.483,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.2,0.799,0.069,0.008,0.002,0.005,0.004,0.112,0.078,0.123,-0.045,0.201,0.388,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.2,0.782,0.088,0.007,0.001,0.005,0.005,0.113,0.095,0.124,-0.029,0.218,0.433,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.3,0.749,0.117,0.007,0.001,0.005,0.005,0.115,0.125,0.126,-0.001,0.251,0.498,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.3,0.747,0.121,0.007,0.001,0.004,0.004,0.116,0.129,0.125,0.004,0.253,0.508,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.4,0.774,0.1,0.006,0.001,0.003,0.003,0.113,0.106,0.12,-0.015,0.226,0.467,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.5,0.803,0.081,0.006,0.001,0.003,0.004,0.101,0.088,0.109,-0.022,0.197,0.445,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.6,0.795,0.1,0.011,0.001,0.005,0.004,0.084,0.11,0.095,0.016,0.205,0.538,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.6,0.731,0.174,0.016,0.002,0.005,0.004,0.069,0.19,0.079,0.11,0.269,0.705,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.7,0.626,0.296,0.017,0.002,0.004,0.002,0.053,0.313,0.061,0.252,0.374,0.837,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.7,0.542,0.396,0.018,0.002,0.003,0.001,0.038,0.414,0.044,0.37,0.458,0.904,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.8,0.512,0.432,0.023,0.002,0.002,0.001,0.029,0.454,0.034,0.421,0.488,0.931,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:33.9,0.483,0.465,0.026,0.002,0.002,0.001,0.021,0.491,0.026,0.466,0.517,0.951,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.528,00:34.0,0.447,0.51,0.024,0.002,0.001,0.001,0.015,0.534,0.019,0.515,0.553,0.966,Disfrute
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.0,0.457,0.506,0.022,0.001,0.001,0,0.012,0.528,0.015,0.513,0.543,0.972,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.1,0.521,0.434,0.028,0.002,0.001,0.001,0.013,0.462,0.017,0.445,0.479,0.965,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.1,0.616,0.315,0.043,0.003,0.002,0.001,0.019,0.359,0.025,0.333,0.384,0.934,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.2,0.702,0.197,0.063,0.005,0.003,0.003,0.028,0.259,0.039,0.221,0.298,0.87,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.3,0.752,0.122,0.077,0.007,0.003,0.004,0.035,0.199,0.049,0.151,0.248,0.804,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.4,0.784,0.087,0.074,0.007,0.003,0.004,0.04,0.161,0.055,0.106,0.216,0.746,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.4,0.803,0.063,0.055,0.006,0.003,0.004,0.065,0.118,0.079,0.04,0.197,0.6,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.5,0.796,0.039,0.034,0.005,0.003,0.004,0.119,0.072,0.132,-0.059,0.204,0.355,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.5,0.776,0.025,0.021,0.004,0.004,0.004,0.166,0.047,0.178,-0.131,0.224,0.208,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.6,0.762,0.034,0.026,0.006,0.004,0.006,0.162,0.061,0.177,-0.117,0.238,0.255,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.7,0.742,0.082,0.037,0.009,0.004,0.007,0.119,0.119,0.139,-0.02,0.258,0.461,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.8,0.666,0.207,0.036,0.009,0.004,0.006,0.073,0.243,0.091,0.152,0.334,0.727,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.8,0.529,0.389,0.029,0.007,0.003,0.003,0.041,0.417,0.054,0.363,0.471,0.885,Optimismo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.9,0.403,0.535,0.025,0.006,0.002,0.002,0.027,0.561,0.036,0.525,0.597,0.94,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.544,00:34.9,0.325,0.621,0.025,0.005,0.002,0.001,0.02,0.646,0.028,0.618,0.675,0.958,Regocijo
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.0,0.298,0.65,0.027,0.005,0.002,0.001,0.017,0.677,0.025,0.652,0.702,0.964,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.1,0.335,0.608,0.03,0.006,0.002,0.002,0.017,0.638,0.027,0.611,0.665,0.959,Alegria
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.1,0.381,0.558,0.032,0.006,0.002,0.002,0.018,0.589,0.029,0.56,0.619,0.953,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.2,0.395,0.546,0.03,0.005,0.003,0.003,0.018,0.576,0.029,0.547,0.605,0.952,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.4,0.468,0.463,0.033,0.005,0.003,0.005,0.023,0.496,0.036,0.46,0.532,0.933,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.5,0.636,0.276,0.037,0.006,0.004,0.007,0.034,0.313,0.051,0.262,0.364,0.859,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.5,0.778,0.127,0.035,0.005,0.004,0.009,0.042,0.161,0.06,0.101,0.222,0.728,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.6,0.838,0.076,0.03,0.004,0.003,0.007,0.041,0.106,0.056,0.05,0.162,0.653,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.7,0.862,0.064,0.027,0.004,0.002,0.006,0.035,0.091,0.047,0.044,0.138,0.659,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.7,0.87,0.061,0.028,0.004,0.002,0.005,0.03,0.089,0.042,0.047,0.13,0.681,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.8,0.853,0.066,0.037,0.005,0.002,0.008,0.029,0.102,0.045,0.058,0.147,0.696,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.9,0.824,0.082,0.043,0.006,0.002,0.011,0.032,0.125,0.051,0.075,0.176,0.713,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.56,00:35.9,0.808,0.1,0.041,0.005,0.002,0.01,0.034,0.141,0.051,0.09,0.192,0.735,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.576,00:36.0,0.803,0.102,0.041,0.005,0.002,0.008,0.04,0.143,0.055,0.088,0.197,0.723,Agrado
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.576,00:36.1,0.795,0.092,0.048,0.006,0.003,0.01,0.047,0.14,0.066,0.074,0.205,0.68,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.576,00:36.1,0.787,0.084,0.055,0.007,0.004,0.011,0.052,0.139,0.073,0.066,0.213,0.654,
Q6: Could you briefly characterize what you feel each party represents? ,0.43,1.09,0.576,00:36.2,0.792,0.077,0.059,0.007,0.004,0.011,0.049,0.136,0.072,0.065,0.208,0.655,
