Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.608,0.439,0.522,0.002,0.001,0.001,0.002,0.033,0.524,0.037,0.487,0.561,0.934,Intranquilidad
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.642,0.429,0.507,0.002,0.001,0.002,0.002,0.057,0.509,0.062,0.447,0.571,0.891,Alegria
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.675,0.399,0.525,0.001,0.001,0.002,0.002,0.069,0.526,0.074,0.452,0.601,0.876,Optimismo
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.709,0.388,0.539,0.001,0.001,0.002,0.002,0.067,0.54,0.071,0.469,0.612,0.883,Optimismo
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.743,0.325,0.623,0.001,0.001,0.001,0.001,0.048,0.624,0.051,0.573,0.675,0.924,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.776,0.26,0.713,0.001,0.001,0.001,0.001,0.024,0.714,0.027,0.687,0.74,0.964,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.810,0.332,0.653,0.001,0.001,0.001,0.001,0.012,0.654,0.014,0.639,0.668,0.978,Optimismo
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.843,0.479,0.507,0.001,0.001,0.001,0.001,0.01,0.508,0.013,0.495,0.521,0.975,Disfrute
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.877,0.526,0.458,0.001,0.001,0.001,0.001,0.011,0.459,0.014,0.445,0.474,0.969,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.911,0.505,0.477,0.001,0.001,0.001,0.001,0.013,0.478,0.017,0.461,0.495,0.966,Alegria
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.944,0.516,0.465,0.002,0.001,0.001,0.001,0.014,0.467,0.017,0.45,0.484,0.965,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.256,00:00:16.978,0.506,0.477,0.003,0.001,0.001,0.001,0.012,0.479,0.015,0.464,0.494,0.97,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.012,0.483,0.502,0.003,0.001,0.001,0.001,0.009,0.505,0.012,0.492,0.517,0.976,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.045,0.525,0.46,0.003,0.001,0.001,0.002,0.009,0.463,0.012,0.45,0.475,0.974,Disfrute
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.079,0.598,0.385,0.003,0.001,0.001,0.002,0.01,0.388,0.014,0.375,0.402,0.966,Agrado
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.112,0.661,0.322,0.003,0.002,0.001,0.002,0.01,0.325,0.014,0.311,0.339,0.958,Disfrute
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.146,0.724,0.26,0.002,0.001,0.001,0.002,0.01,0.262,0.015,0.247,0.276,0.947,Disfrute
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.180,0.765,0.217,0.002,0.001,0.001,0.003,0.01,0.219,0.015,0.204,0.235,0.935,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.213,0.754,0.227,0.003,0.001,0.001,0.003,0.011,0.23,0.016,0.214,0.246,0.936,Disfrute
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.247,0.713,0.269,0.003,0.001,0.001,0.002,0.011,0.272,0.015,0.257,0.287,0.948,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.281,0.695,0.289,0.003,0.001,0.001,0.002,0.01,0.291,0.013,0.278,0.305,0.956,Alegria
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.314,0.682,0.302,0.003,0.001,0.001,0.002,0.009,0.305,0.013,0.292,0.318,0.96,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.348,0.616,0.367,0.004,0.001,0.001,0.003,0.008,0.371,0.013,0.358,0.384,0.967,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.381,0.54,0.442,0.005,0.001,0.001,0.003,0.008,0.447,0.013,0.434,0.46,0.972,Agrado
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.415,0.537,0.444,0.005,0.001,0.001,0.003,0.008,0.45,0.014,0.436,0.463,0.97,Agrado
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.449,0.612,0.368,0.005,0.001,0.001,0.004,0.009,0.373,0.015,0.358,0.388,0.962,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.482,0.714,0.267,0.003,0.001,0.001,0.004,0.01,0.271,0.016,0.255,0.286,0.944,Alegria
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.516,0.736,0.244,0.003,0.001,0.001,0.004,0.01,0.248,0.016,0.231,0.264,0.938,Disfrute
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.549,0.649,0.331,0.005,0.001,0.001,0.003,0.01,0.336,0.015,0.321,0.351,0.956,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.583,0.575,0.405,0.006,0.001,0.001,0.003,0.009,0.411,0.014,0.397,0.425,0.967,Agrado
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.617,0.596,0.385,0.006,0.001,0.001,0.003,0.009,0.39,0.014,0.376,0.404,0.966,Alegria
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.650,0.642,0.339,0.005,0.001,0.001,0.003,0.009,0.344,0.015,0.329,0.358,0.959,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.684,0.624,0.357,0.004,0.001,0.001,0.003,0.01,0.362,0.015,0.347,0.376,0.961,Optimismo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.718,0.553,0.427,0.004,0.001,0.001,0.003,0.01,0.431,0.015,0.416,0.447,0.966,Alegria
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.751,0.474,0.508,0.004,0.001,0.001,0.002,0.01,0.511,0.015,0.497,0.526,0.972,Agrado
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.785,0.42,0.564,0.003,0.001,0.001,0.002,0.009,0.568,0.013,0.555,0.58,0.978,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.818,0.465,0.52,0.003,0.001,0.001,0.001,0.008,0.524,0.012,0.512,0.535,0.978,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.852,0.566,0.418,0.003,0.001,0.001,0.001,0.009,0.422,0.012,0.41,0.434,0.972,
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.886,0.6,0.377,0.003,0.001,0.001,0.002,0.016,0.38,0.02,0.361,0.4,0.95,Alegria
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.919,0.59,0.358,0.003,0.001,0.001,0.003,0.044,0.361,0.049,0.312,0.41,0.88,Regocijo
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.953,0.565,0.347,0.003,0.001,0.002,0.004,0.077,0.35,0.085,0.265,0.435,0.805,Disfrute
"Q3: In which country did you grow up? ",0.24,0.28,0.272,00:00:17.987,0.502,0.395,0.003,0.002,0.002,0.005,0.091,0.398,0.1,0.298,0.498,0.799,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.004,0.711,0.264,0.002,0.001,0.001,0.005,0.017,0.266,0.023,0.242,0.289,0.919,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.037,0.733,0.243,0.002,0.001,0.001,0.005,0.016,0.245,0.023,0.222,0.267,0.915,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.071,0.763,0.214,0.002,0.001,0.001,0.005,0.016,0.216,0.022,0.194,0.237,0.908,Disfrute
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.105,0.802,0.174,0.002,0.001,0.001,0.004,0.016,0.176,0.022,0.154,0.198,0.891,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.138,0.819,0.156,0.002,0.001,0.001,0.005,0.016,0.158,0.023,0.135,0.181,0.873,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.172,0.819,0.152,0.002,0.001,0.001,0.005,0.02,0.154,0.028,0.126,0.181,0.848,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.205,0.835,0.129,0.002,0.001,0.001,0.006,0.025,0.131,0.034,0.098,0.165,0.796,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.239,0.86,0.103,0.002,0.001,0.001,0.007,0.025,0.105,0.035,0.07,0.14,0.752,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.273,0.867,0.098,0.003,0.001,0.001,0.007,0.023,0.101,0.032,0.068,0.133,0.757,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.306,0.858,0.105,0.003,0.001,0.002,0.006,0.026,0.107,0.035,0.072,0.142,0.754,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.340,0.831,0.128,0.003,0.001,0.002,0.006,0.029,0.131,0.038,0.093,0.169,0.776,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.374,0.757,0.209,0.003,0.001,0.002,0.005,0.024,0.211,0.032,0.18,0.243,0.87,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.407,0.675,0.298,0.004,0.001,0.002,0.005,0.016,0.301,0.024,0.278,0.325,0.928,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.441,0.688,0.27,0.005,0.001,0.003,0.009,0.022,0.275,0.036,0.239,0.312,0.884,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.474,0.743,0.144,0.007,0.003,0.011,0.022,0.069,0.151,0.106,0.045,0.257,0.588,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.508,0.695,0.054,0.01,0.006,0.03,0.052,0.152,0.065,0.24,-0.175,0.305,0.212,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.542,0.582,0.059,0.015,0.01,0.049,0.084,0.202,0.074,0.345,-0.271,0.418,0.176,Disfrute
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.575,0.538,0.132,0.016,0.011,0.046,0.083,0.173,0.148,0.314,-0.165,0.462,0.321,Disfrute
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.609,0.579,0.214,0.013,0.009,0.025,0.049,0.111,0.227,0.194,0.032,0.421,0.539,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.643,0.627,0.25,0.011,0.006,0.009,0.019,0.078,0.26,0.113,0.147,0.373,0.697,Disfrute
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.676,0.65,0.239,0.017,0.006,0.005,0.008,0.075,0.256,0.094,0.162,0.35,0.731,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.710,0.653,0.228,0.025,0.007,0.004,0.005,0.077,0.253,0.094,0.159,0.347,0.729,Disfrute
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.743,0.632,0.249,0.026,0.007,0.004,0.004,0.078,0.275,0.093,0.182,0.368,0.748,Intranquilidad
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.777,0.607,0.279,0.021,0.007,0.004,0.004,0.079,0.3,0.093,0.208,0.393,0.764,Anoranza
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.811,0.591,0.29,0.018,0.007,0.004,0.004,0.086,0.308,0.101,0.207,0.409,0.753,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.844,0.563,0.303,0.017,0.007,0.004,0.005,0.101,0.32,0.117,0.203,0.437,0.732,Anoranza
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.878,0.522,0.336,0.017,0.008,0.005,0.005,0.106,0.353,0.125,0.228,0.478,0.739,Intranquilidad
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.912,0.5,0.36,0.017,0.008,0.005,0.006,0.104,0.377,0.122,0.255,0.5,0.755,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.945,0.484,0.368,0.02,0.008,0.004,0.006,0.11,0.388,0.128,0.26,0.516,0.752,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.32,00:00:20.979,0.404,0.448,0.022,0.008,0.005,0.005,0.109,0.47,0.126,0.343,0.596,0.788,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.012,0.244,0.646,0.018,0.006,0.004,0.004,0.079,0.664,0.093,0.571,0.756,0.877,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.046,0.094,0.85,0.009,0.003,0.003,0.002,0.038,0.859,0.046,0.813,0.906,0.949,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.080,0.025,0.951,0.004,0.002,0.002,0.001,0.015,0.955,0.02,0.934,0.975,0.979,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.113,0.008,0.976,0.002,0.001,0.002,0.001,0.009,0.979,0.013,0.965,0.992,0.987,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.147,0.005,0.984,0.001,0.001,0.001,0.001,0.006,0.986,0.009,0.976,0.995,0.991,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.180,0.005,0.989,0.001,0,0.001,0,0.004,0.989,0.005,0.984,0.995,0.995,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.214,0.005,0.992,0,0,0,0,0.003,0.992,0.003,0.989,0.995,0.997,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.248,0.004,0.994,0,0,0,0,0.001,0.995,0.002,0.993,0.996,0.998,Extasis
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.281,0.004,0.994,0,0,0,0,0.001,0.994,0.001,0.993,0.996,0.999,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.315,0.014,0.983,0,0,0,0,0.001,0.983,0.002,0.981,0.986,0.998,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.349,0.064,0.931,0,0,0.001,0,0.003,0.931,0.004,0.927,0.936,0.995,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.382,0.177,0.813,0.001,0,0.001,0.001,0.007,0.814,0.009,0.806,0.823,0.989,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.416,0.294,0.692,0.001,0.001,0.001,0.001,0.011,0.693,0.013,0.68,0.706,0.981,Disfrute
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.449,0.37,0.612,0.001,0.001,0.001,0.001,0.013,0.613,0.017,0.597,0.63,0.974,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.483,0.472,0.506,0.001,0.001,0.002,0.003,0.016,0.507,0.021,0.486,0.528,0.961,Disfrute
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.517,0.616,0.357,0.002,0.001,0.003,0.003,0.019,0.358,0.026,0.333,0.384,0.933,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.550,0.702,0.268,0.002,0.001,0.003,0.003,0.021,0.27,0.028,0.242,0.298,0.905,Disfrute
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.584,0.706,0.264,0.002,0.001,0.003,0.003,0.021,0.266,0.028,0.238,0.294,0.904,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.618,0.693,0.277,0.002,0.001,0.003,0.002,0.022,0.279,0.028,0.251,0.307,0.909,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.651,0.674,0.297,0.002,0.001,0.003,0.002,0.021,0.299,0.027,0.271,0.326,0.916,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.685,0.607,0.367,0.002,0.001,0.003,0.002,0.019,0.369,0.025,0.344,0.393,0.937,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.718,0.511,0.465,0.002,0.001,0.003,0.002,0.017,0.467,0.022,0.445,0.489,0.955,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.752,0.455,0.522,0.002,0.001,0.002,0.002,0.016,0.524,0.021,0.502,0.545,0.961,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.786,0.44,0.539,0.002,0.001,0.002,0.002,0.015,0.541,0.019,0.521,0.56,0.965,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.819,0.408,0.574,0.002,0.001,0.002,0.001,0.013,0.575,0.016,0.559,0.592,0.972,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.853,0.34,0.645,0.001,0,0.001,0.001,0.01,0.647,0.013,0.633,0.66,0.98,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.887,0.279,0.708,0.001,0,0.001,0.001,0.009,0.709,0.012,0.697,0.721,0.984,Optimismo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.920,0.274,0.713,0.001,0,0.001,0.001,0.01,0.714,0.012,0.701,0.726,0.983,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.954,0.296,0.69,0.001,0,0.002,0.001,0.01,0.691,0.013,0.678,0.704,0.982,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.336,00:00:21.987,0.334,0.653,0.001,0,0.001,0.001,0.008,0.655,0.011,0.644,0.666,0.984,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.021,0.439,0.549,0.002,0,0.001,0.002,0.007,0.551,0.01,0.541,0.561,0.982,Alegria
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.055,0.551,0.434,0.003,0,0.001,0.002,0.008,0.437,0.012,0.425,0.449,0.974,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.088,0.584,0.401,0.002,0,0.002,0.002,0.008,0.403,0.012,0.391,0.416,0.971,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.122,0.616,0.368,0.002,0,0.002,0.002,0.009,0.37,0.014,0.356,0.384,0.964,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.155,0.72,0.253,0.003,0,0.002,0.003,0.018,0.256,0.024,0.233,0.28,0.916,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.189,0.812,0.132,0.004,0.001,0.004,0.005,0.042,0.136,0.052,0.084,0.188,0.725,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.223,0.825,0.071,0.004,0.001,0.007,0.008,0.083,0.076,0.099,-0.023,0.175,0.434,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.256,0.79,0.07,0.004,0.001,0.008,0.011,0.116,0.074,0.136,-0.062,0.21,0.352,Regocijo
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.290,0.723,0.146,0.003,0.001,0.007,0.01,0.109,0.149,0.128,0.021,0.277,0.537,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.324,0.645,0.263,0.003,0.001,0.006,0.008,0.074,0.266,0.089,0.177,0.355,0.749,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.357,0.63,0.301,0.003,0.001,0.006,0.008,0.052,0.303,0.067,0.237,0.37,0.819,
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.391,0.712,0.219,0.003,0.001,0.006,0.009,0.05,0.222,0.066,0.156,0.288,0.771,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.424,0.803,0.128,0.003,0.001,0.006,0.01,0.048,0.132,0.065,0.066,0.197,0.668,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.458,0.828,0.101,0.004,0.001,0.007,0.012,0.048,0.105,0.067,0.038,0.172,0.61,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.492,0.815,0.108,0.005,0.002,0.008,0.013,0.05,0.113,0.073,0.04,0.185,0.608,Agrado
"Q4: What area did you grow up in? A city? Countryside?",0.32,0.37,0.352,00:00:22.525,0.81,0.117,0.006,0.002,0.007,0.013,0.046,0.123,0.068,0.055,0.19,0.645,
